(NUMBER_COMPETITOR,I,J,K)	(5,40,40,100)
COMPETITORS	36	10	21	24	32
k=17:	19	8	12	6	30	27	32	24	5	3	37	9	11	22	23	16	15	2	25	10	18	17	14	1	34	4	36	35	31	21	7	39	20	33	26	28	0	38	13	29
k=18:	34	6	36	8	0	20	18	12	5	32	10	14	24	17	1	23	9	29	26	35	13	39	3	19	11	2	28	37	22	16	38	15	7	4	30	27	33	25	31	21
k=19:	22	3	26	33	38	12	34	19	13	31	16	20	2	35	37	25	23	11	14	27	18	4	7	29	17	36	39	8	1	21	28	24	30	6	5	32	0	10	15	9
k=20:	34	21	16	10	7	24	20	39	17	35	15	1	18	2	22	4	14	38	25	11	5	26	23	13	30	0	9	37	6	12	31	28	32	36	3	19	29	27	33	8
k=21:	21	30	23	7	33	10	12	29	3	16	0	22	15	13	20	6	4	39	36	19	24	1	25	2	5	17	18	38	31	26	28	35	32	34	37	27	14	9	8	11
k=22:	16	37	34	8	23	30	18	39	9	5	35	0	33	3	1	11	7	38	19	36	17	32	28	10	2	20	25	6	29	21	22	26	4	14	31	13	24	12	27	15
k=23:	4	11	38	23	24	8	34	21	25	7	17	37	12	20	3	6	35	5	31	9	19	28	29	30	1	32	10	13	18	15	26	39	22	36	16	14	33	2	27	0
k=24:	25	0	20	9	19	12	37	27	34	7	1	23	38	35	28	30	18	8	21	24	36	13	11	39	3	4	15	26	29	22	6	31	17	33	5	2	32	10	16	14
k=25:	13	4	36	22	35	21	3	8	19	31	10	28	15	39	7	17	24	1	6	32	9	26	0	38	30	34	14	11	23	37	16	29	2	25	12	18	20	5	27	33
k=26:	38	1	12	31	20	7	16	10	37	32	11	19	30	35	2	5	6	29	4	9	0	14	24	22	15	34	17	8	39	33	26	18	28	21	36	25	27	13	3	23
k=27:	7	11	5	8	0	12	29	18	21	33	28	26	27	19	37	10	4	9	23	24	1	17	13	36	31	2	6	34	30	15	25	38	32	39	20	35	22	3	16	14
k=28:	9	7	22	35	16	14	2	27	19	12	25	37	31	23	36	13	24	18	5	8	34	29	21	10	20	3	15	0	30	39	33	4	32	26	1	17	28	6	38	11
k=29:	35	25	15	34	11	7	33	0	14	22	24	19	6	20	37	10	27	31	30	4	17	18	1	9	39	32	5	38	2	21	16	29	23	13	3	26	28	36	8	12
k=30:	2	5	4	26	14	37	16	1	28	9	23	12	36	30	19	8	27	25	39	18	34	7	35	21	29	15	38	22	31	10	13	6	24	32	33	20	0	11	17	3
k=31:	20	38	24	3	21	25	35	27	26	33	36	12	32	31	34	1	14	2	15	9	17	8	39	13	19	11	30	28	7	37	10	16	4	6	23	0	18	29	22	5
k=32:	1	13	16	39	37	24	27	7	4	23	30	15	29	5	9	10	34	35	38	19	22	12	31	3	0	36	25	18	2	11	20	8	28	14	26	33	6	32	21	17
k=33:	37	4	9	25	5	6	22	19	15	3	29	38	23	10	24	34	13	20	1	21	30	2	18	26	8	39	33	17	11	0	35	16	27	31	36	32	14	7	28	12
k=34:	8	32	25	24	26	16	10	23	36	22	2	31	37	15	38	1	20	39	7	34	0	14	18	3	11	12	27	33	9	5	30	13	21	6	17	28	35	29	4	19
k=35:	13	33	2	6	21	28	19	3	37	11	5	35	34	26	7	18	17	15	14	22	39	9	20	8	29	10	25	0	24	4	12	27	30	16	38	31	1	32	23	36
k=36:	4	22	32	23	37	39	13	0	36	35	27	8	1	16	25	12	28	38	31	5	14	3	29	9	15	7	17	26	10	33	21	20	6	19	18	34	11	24	2	30
k=37:	37	7	13	39	3	9	28	33	16	18	22	19	5	11	21	10	34	35	38	32	6	36	29	0	30	31	8	12	23	2	1	4	14	27	20	26	24	15	25	17
k=38:	39	15	5	32	18	14	17	25	24	31	11	33	2	6	35	38	19	23	37	7	28	27	4	20	8	16	10	34	9	21	30	22	0	29	36	1	12	13	26	3
k=39:	32	15	16	1	17	9	25	2	14	21	36	8	6	34	30	38	28	4	23	18	5	12	37	3	33	20	29	26	11	27	22	24	0	39	10	35	31	13	19	7
k=40:	20	34	5	26	18	36	9	8	33	17	14	37	29	3	27	10	16	21	30	28	22	23	13	0	32	35	2	7	25	31	12	24	19	15	4	11	38	6	39	1
k=41:	8	21	0	35	24	12	13	20	30	25	5	6	14	18	16	22	26	34	39	33	32	11	2	31	3	1	19	4	10	15	36	28	23	17	27	37	29	9	7	38
k=42:	23	37	26	39	10	14	27	28	33	24	2	18	6	30	3	15	0	13	21	35	19	5	22	12	31	29	20	25	36	1	9	38	17	11	32	7	4	34	16	8
k=43:	34	13	4	31	18	5	10	29	12	7	19	30	35	37	8	28	16	32	23	2	6	22	24	26	20	1	0	33	27	14	39	21	9	15	3	36	17	11	38	25
k=44:	33	24	29	6	23	38	16	25	3	14	9	27	1	0	21	18	19	5	4	10	36	7	15	8	37	26	2	34	13	35	28	11	31	30	32	22	12	39	17	20
k=45:	15	36	34	8	4	29	30	2	9	3	14	38	31	37	25	39	16	10	28	6	17	13	24	20	35	18	27	19	26	23	33	5	32	7	11	12	1	22	0	21
k=46:	24	26	38	28	34	22	32	30	13	1	8	19	33	37	5	25	15	36	31	20	12	27	0	2	6	11	29	10	23	4	21	17	14	7	39	9	3	16	18	35
k=47:	38	28	34	7	32	5	16	14	17	13	3	4	11	15	26	33	19	35	22	2	25	10	18	31	24	8	9	23	39	20	1	29	0	36	6	21	27	12	37	30
k=48:	8	32	39	15	10	6	30	16	26	11	27	22	23	20	7	14	3	21	34	28	31	19	5	18	2	9	17	12	24	0	1	33	36	29	37	35	4	25	13	38
k=49:	16	23	12	21	20	34	26	1	17	11	14	29	37	9	32	35	4	27	3	33	6	0	2	36	30	7	25	22	39	31	28	5	18	15	13	8	19	10	38	24
k=50:	32	9	35	17	6	25	13	23	19	21	34	18	29	0	26	22	10	2	7	11	4	37	36	5	12	39	1	30	27	31	8	24	14	38	33	15	16	3	20	28
k=51:	19	14	34	11	38	31	13	3	16	12	37	22	6	29	9	8	17	24	21	23	25	33	2	18	30	27	4	28	32	5	10	15	26	1	20	36	0	35	39	7
k=52:	21	1	8	3	35	36	0	5	33	4	24	2	30	38	31	18	16	22	39	28	34	10	26	32	13	29	37	23	17	9	25	19	12	27	7	6	11	14	15	20
k=53:	14	15	30	18	13	17	1	16	22	34	11	24	12	23	7	4	33	5	20	38	37	35	0	39	9	6	10	29	32	25	28	27	8	31	21	3	2	36	19	26
k=54:	36	39	3	37	0	16	24	2	4	9	30	15	7	28	19	26	11	21	5	32	34	17	12	35	38	6	18	33	23	29	8	10	14	13	31	22	20	25	27	1
k=55:	31	29	30	25	10	39	11	6	33	23	34	28	13	21	9	24	35	20	4	32	38	15	14	19	7	27	26	1	37	0	17	2	8	22	16	5	3	36	12	18
k=56:	24	15	27	28	14	0	11	5	39	3	34	12	17	30	32	22	18	9	31	8	26	38	6	20	2	10	19	1	7	13	4	23	25	36	35	37	33	16	29	21
k=57:	5	20	13	23	18	17	1	7	30	21	2	28	15	4	3	9	25	37	35	6	14	22	24	33	16	32	8	31	0	10	19	39	26	12	29	27	11	34	36	38
k=58:	7	22	21	26	3	27	9	0	29	28	32	20	25	6	13	37	36	23	19	39	12	33	31	17	4	38	1	34	11	8	24	15	18	16	5	10	35	30	2	14
k=59:	12	8	31	25	23	39	32	18	10	9	13	19	26	0	11	35	27	34	29	1	37	4	6	3	20	28	33	14	21	7	5	38	30	36	2	24	17	16	15	22
k=60:	29	35	28	14	34	23	39	3	24	5	26	19	0	20	31	36	2	25	30	8	21	16	18	37	15	1	10	17	27	7	13	6	22	32	33	38	4	12	9	11
k=61:	31	24	11	3	12	32	21	5	15	16	36	29	22	18	13	14	35	28	27	30	17	39	38	9	26	8	4	10	0	19	6	20	2	7	37	1	34	33	25	23
k=62:	15	2	17	6	12	13	19	35	29	9	36	21	8	11	39	37	34	1	30	26	22	16	10	7	33	24	3	20	23	32	28	25	27	31	38	18	5	14	0	4
k=63:	22	39	21	1	23	31	33	36	18	29	3	25	14	0	11	5	2	26	7	20	24	10	30	13	37	32	9	12	38	28	19	34	6	35	8	16	17	4	27	15
k=64:	4	14	30	15	36	32	37	25	33	16	9	12	29	24	20	5	31	11	8	0	27	10	21	17	1	39	7	13	22	18	26	38	19	35	6	2	28	23	3	34
k=65:	3	31	35	26	10	19	29	24	15	12	36	22	8	14	25	0	33	7	30	23	34	5	1	37	16	17	21	2	9	6	11	4	28	13	32	39	27	18	20	38
k=66:	5	3	28	35	22	30	27	16	15	1	12	7	33	14	23	36	37	24	31	18	9	17	20	34	2	4	13	21	25	38	6	26	39	8	11	10	19	0	29	32
k=67:	3	4	23	33	21	39	12	13	14	15	5	27	6	9	30	31	35	29	36	22	37	7	16	24	2	28	11	25	8	34	18	1	19	26	32	38	20	17	10	0
k=68:	29	3	39	30	5	37	28	9	19	32	21	20	1	11	4	17	33	36	2	16	25	23	38	14	27	15	7	12	24	18	34	26	10	8	13	6	31	35	0	22
k=69:	24	16	25	26	11	19	14	20	29	2	7	13	34	37	4	35	6	33	23	30	22	17	32	8	27	3	18	5	39	21	0	31	15	9	10	1	38	12	36	28
k=70:	2	31	9	13	19	38	36	25	18	10	33	34	30	24	29	8	37	26	0	1	39	23	4	35	16	15	12	21	7	17	5	22	6	32	3	28	11	27	14	20
k=71:	7	29	2	31	12	25	32	9	14	35	1	22	6	10	5	17	4	20	18	15	0	24	38	33	16	28	37	8	39	19	26	30	36	23	27	3	13	11	21	34
k=72:	8	23	3	21	10	9	19	28	13	17	1	6	25	22	14	32	29	34	7	35	38	16	18	30	36	27	24	31	2	15	11	33	5	39	37	20	4	12	0	26
k=73:	22	3	35	39	17	28	31	7	0	27	30	21	26	1	23	19	6	32	15	25	13	33	8	12	20	2	29	36	18	24	10	38	34	14	37	11	4	16	9	5
k=74:	25	20	23	30	17	32	31	16	21	35	14	33	36	24	39	11	38	2	7	12	6	4	1	13	29	3	8	19	5	18	10	26	27	22	34	0	37	28	15	9
k=75:	24	3	36	5	37	1	27	33	6	25	34	17	16	9	2	22	11	7	13	35	0	23	32	10	8	19	14	30	26	18	38	21	29	39	12	15	31	28	20	4
k=76:	31	6	28	3	34	18	13	20	29	39	36	15	4	5	16	30	32	1	19	23	25	10	14	2	12	21	27	35	8	9	38	24	7	26	33	22	17	0	11	37
k=77:	6	34	4	0	23	29	14	25	26	9	36	18	17	28	39	10	19	32	22	33	20	12	31	3	38	27	30	16	7	37	5	15	21	13	2	8	11	1	24	35
k=78:	31	24	12	16	21	5	4	1	20	38	35	9	7	37	19	11	17	25	28	6	26	15	3	2	27	39	33	23	30	14	22	32	29	13	18	8	10	0	36	34
k=79:	7	32	23	20	28	25	36	2	9	26	35	33	4	37	17	15	24	1	31	22	14	10	29	11	3	38	13	39	5	12	19	27	30	18	16	34	8	0	6	21
k=80:	12	29	27	3	21	6	35	13	39	24	15	1	14	34	9	38	20	4	33	36	11	2	18	32	37	23	0	25	31	16	26	30	22	5	28	10	8	17	7	19
k=81:	24	14	37	35	30	26	4	8	31	9	17	38	23	2	21	5	18	3	13	12	15	28	34	19	16	10	36	7	6	25	27	20	0	11	39	32	33	22	29	1
k=82:	6	36	21	29	33	20	19	25	2	31	37	8	38	9	35	4	7	15	27	32	24	0	3	14	26	13	23	22	30	5	11	18	39	12	28	34	17	10	1	16
k=83:	15	0	18	20	12	1	23	32	13	9	33	36	35	21	5	24	19	6	38	11	37	10	4	27	30	34	7	14	28	25	39	22	16	26	8	3	2	31	29	17
k=84:	30	28	32	3	37	12	26	25	6	36	19	20	23	13	27	31	10	2	8	22	17	18	38	24	5	34	9	4	14	16	29	21	0	1	35	11	33	39	15	7
k=85:	33	9	7	12	8	27	11	1	26	18	3	19	21	32	15	34	28	31	24	39	35	0	17	5	13	23	10	22	29	14	6	4	25	16	2	30	20	37	36	38
k=86:	9	8	0	30	26	31	23	6	16	12	21	35	4	22	7	38	27	11	13	34	20	10	29	18	1	25	33	37	17	14	32	28	36	24	5	3	2	15	19	39
k=87:	20	32	17	12	29	9	2	28	15	34	14	10	18	0	19	30	3	21	1	25	6	31	13	11	33	4	35	27	23	16	38	37	5	36	22	26	8	7	39	24
k=88:	21	9	12	38	7	3	1	32	34	2	11	25	18	15	28	35	27	30	23	17	16	14	0	37	10	26	22	39	5	29	4	6	20	13	8	31	33	24	36	19
k=89:	14	32	30	17	31	9	28	3	19	12	37	34	23	8	25	1	26	22	2	7	18	33	6	29	13	36	10	38	15	21	20	24	5	11	0	35	16	39	4	27
k=90:	22	35	19	13	38	10	37	9	4	17	25	21	6	16	5	18	31	3	14	8	33	26	36	7	34	11	12	2	0	20	39	32	29	24	30	28	15	1	27	23
k=91:	21	18	33	7	37	25	10	15	28	38	16	19	12	20	8	23	30	36	6	2	24	1	11	34	3	0	22	4	13	29	27	31	14	9	32	35	26	5	17	39
k=92:	0	14	35	4	39	5	25	37	18	23	3	28	7	38	10	22	33	31	21	17	29	19	34	16	30	12	27	11	36	1	20	26	8	6	24	2	15	32	13	9
k=93:	30	18	31	20	37	25	6	34	23	3	24	33	4	10	14	16	36	15	2	28	8	35	5	9	1	19	29	26	27	21	7	12	22	0	32	38	17	13	39	11
k=94:	12	21	28	26	30	39	32	13	36	24	22	31	6	3	8	15	14	5	0	7	2	9	10	29	27	4	35	33	18	17	19	38	16	1	25	34	20	23	37	11
k=95:	10	6	9	36	17	32	25	3	37	18	22	35	7	12	13	0	39	20	15	34	14	2	23	5	24	28	19	1	16	26	29	31	11	30	27	4	21	33	38	8
k=96:	38	35	15	0	22	30	3	8	12	24	2	27	13	7	1	39	32	18	37	11	23	16	21	28	19	9	31	26	20	29	33	14	5	34	4	25	17	6	36	10
k=97:	15	14	22	39	24	3	7	18	23	32	11	17	33	20	0	35	28	10	29	27	4	36	6	1	25	2	19	34	30	37	5	16	13	31	12	9	21	8	38	26
k=98:	22	29	9	28	11	13	1	17	21	31	23	24	35	26	36	15	12	33	4	34	14	39	25	3	37	6	20	18	7	2	0	38	32	5	19	10	16	30	27	8
k=99:	28	36	24	5	7	25	26	10	14	0	16	2	33	23	17	30	9	13	31	39	22	29	4	15	12	21	34	20	1	35	37	38	27	18	32	19	8	6	11	3
Lambda_0:	0.005703422053231939	0.011406844106463879	0.015209125475285171	0.013307984790874524	0.009505703422053232	0.009505703422053232	0.011406844106463879	0.0076045627376425855	0.015209125475285171	0.013307984790874524	0.013307984790874524	0.015209125475285171	0.013307984790874524	0.0076045627376425855	0.013307984790874524	0.015209125475285171	0.005703422053231939	0.015209125475285171	0.011406844106463879	0.015209125475285171	0.0076045627376425855	0.015209125475285171	0.0076045627376425855	0.011406844106463879	0.0038022813688212928	0.0076045627376425855	0.011406844106463879	0.0076045627376425855	0.009505703422053232	0.009505703422053232	0.011406844106463879	0.009505703422053232	0.013307984790874524	0.011406844106463879	0.0076045627376425855	0.013307984790874524	0.015209125475285171	0.005703422053231939	0.009505703422053232	0.0038022813688212928	0.011406844106463879	0.015209125475285171	0.0076045627376425855	0.0038022813688212928	0.009505703422053232	0.005703422053231939	0.013307984790874524	0.0038022813688212928	0.0076045627376425855	0.0076045627376425855	0.015209125475285171	0.005703422053231939	0.0076045627376425855	0.011406844106463879	0.015209125475285171	0.0038022813688212928	0.009505703422053232	0.0076045627376425855	0.0038022813688212928	0.005703422053231939	0.011406844106463879	0.0038022813688212928	0.009505703422053232	0.009505703422053232	0.015209125475285171	0.005703422053231939	0.009505703422053232	0.011406844106463879	0.009505703422053232	0.009505703422053232	0.005703422053231939	0.013307984790874524	0.0076045627376425855	0.0076045627376425855	0.009505703422053232	0.011406844106463879	0.0076045627376425855	0.015209125475285171	0.0038022813688212928	0.013307984790874524	0.013307984790874524	0.015209125475285171	0.0038022813688212928	0.015209125475285171	0.0076045627376425855	0.011406844106463879	0.009505703422053232	0.011406844106463879	0.015209125475285171	0.011406844106463879	0.0076045627376425855	0.0076045627376425855	0.013307984790874524	0.011406844106463879	0.015209125475285171	0.011406844106463879	0.005703422053231939	0.005703422053231939	0.0076045627376425855	0.009505703422053232
Lambda_1:	0.00796812749003984	0.00398406374501992	0.0099601593625498	0.01593625498007968	0.00398406374501992	0.013944223107569721	0.013944223107569721	0.01195219123505976	0.00796812749003984	0.01593625498007968	0.00398406374501992	0.00398406374501992	0.00597609561752988	0.00597609561752988	0.0099601593625498	0.01593625498007968	0.00597609561752988	0.0099601593625498	0.01593625498007968	0.013944223107569721	0.01195219123505976	0.0099601593625498	0.00796812749003984	0.01195219123505976	0.01593625498007968	0.0099601593625498	0.0099601593625498	0.0099601593625498	0.01593625498007968	0.01195219123505976	0.00398406374501992	0.01593625498007968	0.01195219123505976	0.01195219123505976	0.00597609561752988	0.013944223107569721	0.0099601593625498	0.01195219123505976	0.0099601593625498	0.00597609561752988	0.00796812749003984	0.00796812749003984	0.01593625498007968	0.01195219123505976	0.01195219123505976	0.00597609561752988	0.01195219123505976	0.00398406374501992	0.00398406374501992	0.0099601593625498	0.00398406374501992	0.00398406374501992	0.0099601593625498	0.01195219123505976	0.01593625498007968	0.01593625498007968	0.00796812749003984	0.01593625498007968	0.00796812749003984	0.00398406374501992	0.00398406374501992	0.013944223107569721	0.00398406374501992	0.013944223107569721	0.01593625498007968	0.01195219123505976	0.01593625498007968	0.00796812749003984	0.00796812749003984	0.01195219123505976	0.00597609561752988	0.00398406374501992	0.00796812749003984	0.00597609561752988	0.00398406374501992	0.013944223107569721	0.01593625498007968	0.013944223107569721	0.013944223107569721	0.01195219123505976	0.00796812749003984	0.0099601593625498	0.0099601593625498	0.00796812749003984	0.0099601593625498	0.013944223107569721	0.00796812749003984	0.00398406374501992	0.013944223107569721	0.00597609561752988	0.01195219123505976	0.01195219123505976	0.0099601593625498	0.00398406374501992	0.013944223107569721	0.01195219123505976	0.00597609561752988	0.01593625498007968	0.00398406374501992	0.0099601593625498
Lambda_2:	0.014	0.006	0.008	0.01	0.004	0.012	0.008	0.014	0.008	0.014	0.014	0.016	0.014	0.014	0.012	0.006	0.014	0.016	0.012	0.006	0.004	0.008	0.006	0.012	0.004	0.016	0.008	0.016	0.014	0.008	0.016	0.006	0.01	0.004	0.014	0.006	0.016	0.014	0.01	0.012	0.006	0.016	0.01	0.016	0.01	0.008	0.012	0.006	0.012	0.008	0.006	0.016	0.008	0.014	0.016	0.006	0.01	0.004	0.012	0.004	0.004	0.012	0.01	0.012	0.006	0.008	0.006	0.006	0.008	0.014	0.01	0.016	0.012	0.006	0.006	0.004	0.014	0.014	0.008	0.01	0.006	0.012	0.004	0.004	0.016	0.01	0.01	0.008	0.006	0.012	0.004	0.014	0.004	0.014	0.01	0.01	0.01	0.004	0.014	0.016
Lambda_3:	0.010224948875255624	0.00408997955010225	0.0081799591002045	0.0081799591002045	0.016359918200409	0.014314928425357873	0.016359918200409	0.012269938650306749	0.0081799591002045	0.014314928425357873	0.014314928425357873	0.00408997955010225	0.006134969325153374	0.016359918200409	0.010224948875255624	0.0081799591002045	0.00408997955010225	0.010224948875255624	0.014314928425357873	0.010224948875255624	0.014314928425357873	0.016359918200409	0.012269938650306749	0.006134969325153374	0.006134969325153374	0.014314928425357873	0.010224948875255624	0.014314928425357873	0.012269938650306749	0.006134969325153374	0.0081799591002045	0.014314928425357873	0.014314928425357873	0.006134969325153374	0.014314928425357873	0.00408997955010225	0.0081799591002045	0.014314928425357873	0.00408997955010225	0.006134969325153374	0.010224948875255624	0.010224948875255624	0.014314928425357873	0.012269938650306749	0.00408997955010225	0.012269938650306749	0.006134969325153374	0.0081799591002045	0.006134969325153374	0.006134969325153374	0.006134969325153374	0.006134969325153374	0.006134969325153374	0.010224948875255624	0.012269938650306749	0.006134969325153374	0.016359918200409	0.014314928425357873	0.016359918200409	0.010224948875255624	0.016359918200409	0.006134969325153374	0.006134969325153374	0.014314928425357873	0.016359918200409	0.016359918200409	0.00408997955010225	0.0081799591002045	0.006134969325153374	0.010224948875255624	0.012269938650306749	0.012269938650306749	0.006134969325153374	0.014314928425357873	0.0081799591002045	0.006134969325153374	0.006134969325153374	0.010224948875255624	0.0081799591002045	0.00408997955010225	0.010224948875255624	0.00408997955010225	0.014314928425357873	0.010224948875255624	0.00408997955010225	0.014314928425357873	0.00408997955010225	0.00408997955010225	0.0081799591002045	0.010224948875255624	0.014314928425357873	0.00408997955010225	0.0081799591002045	0.016359918200409	0.016359918200409	0.00408997955010225	0.016359918200409	0.006134969325153374	0.016359918200409	0.010224948875255624
Lambda_4:	0.014256619144602852	0.004073319755600814	0.008146639511201629	0.008146639511201629	0.012219959266802444	0.004073319755600814	0.004073319755600814	0.012219959266802444	0.016293279022403257	0.008146639511201629	0.016293279022403257	0.006109979633401222	0.008146639511201629	0.012219959266802444	0.016293279022403257	0.004073319755600814	0.008146639511201629	0.014256619144602852	0.012219959266802444	0.006109979633401222	0.004073319755600814	0.014256619144602852	0.006109979633401222	0.006109979633401222	0.008146639511201629	0.016293279022403257	0.016293279022403257	0.014256619144602852	0.004073319755600814	0.012219959266802444	0.012219959266802444	0.004073319755600814	0.014256619144602852	0.006109979633401222	0.012219959266802444	0.008146639511201629	0.016293279022403257	0.008146639511201629	0.016293279022403257	0.012219959266802444	0.006109979633401222	0.014256619144602852	0.014256619144602852	0.016293279022403257	0.010183299389002037	0.008146639511201629	0.008146639511201629	0.008146639511201629	0.014256619144602852	0.004073319755600814	0.016293279022403257	0.004073319755600814	0.006109979633401222	0.006109979633401222	0.010183299389002037	0.008146639511201629	0.004073319755600814	0.006109979633401222	0.014256619144602852	0.008146639511201629	0.010183299389002037	0.016293279022403257	0.012219959266802444	0.006109979633401222	0.008146639511201629	0.008146639511201629	0.006109979633401222	0.010183299389002037	0.006109979633401222	0.008146639511201629	0.010183299389002037	0.016293279022403257	0.012219959266802444	0.012219959266802444	0.010183299389002037	0.016293279022403257	0.010183299389002037	0.004073319755600814	0.014256619144602852	0.004073319755600814	0.006109979633401222	0.016293279022403257	0.010183299389002037	0.012219959266802444	0.006109979633401222	0.004073319755600814	0.004073319755600814	0.008146639511201629	0.012219959266802444	0.012219959266802444	0.012219959266802444	0.008146639511201629	0.010183299389002037	0.004073319755600814	0.004073319755600814	0.016293279022403257	0.012219959266802444	0.014256619144602852	0.014256619144602852	0.016293279022403257
Lambda_5:	0.013182674199623353	0.013182674199623353	0.009416195856873822	0.003766478342749529	0.003766478342749529	0.015065913370998116	0.003766478342749529	0.015065913370998116	0.015065913370998116	0.015065913370998116	0.005649717514124294	0.009416195856873822	0.013182674199623353	0.013182674199623353	0.013182674199623353	0.009416195856873822	0.005649717514124294	0.009416195856873822	0.007532956685499058	0.013182674199623353	0.003766478342749529	0.003766478342749529	0.009416195856873822	0.015065913370998116	0.009416195856873822	0.013182674199623353	0.013182674199623353	0.003766478342749529	0.011299435028248588	0.007532956685499058	0.003766478342749529	0.009416195856873822	0.003766478342749529	0.013182674199623353	0.011299435028248588	0.013182674199623353	0.011299435028248588	0.009416195856873822	0.005649717514124294	0.015065913370998116	0.005649717514124294	0.009416195856873822	0.007532956685499058	0.003766478342749529	0.013182674199623353	0.013182674199623353	0.011299435028248588	0.013182674199623353	0.005649717514124294	0.013182674199623353	0.007532956685499058	0.007532956685499058	0.007532956685499058	0.015065913370998116	0.013182674199623353	0.011299435028248588	0.007532956685499058	0.003766478342749529	0.011299435028248588	0.011299435028248588	0.007532956685499058	0.015065913370998116	0.005649717514124294	0.005649717514124294	0.003766478342749529	0.015065913370998116	0.005649717514124294	0.015065913370998116	0.015065913370998116	0.015065913370998116	0.011299435028248588	0.009416195856873822	0.011299435028248588	0.007532956685499058	0.015065913370998116	0.005649717514124294	0.013182674199623353	0.013182674199623353	0.015065913370998116	0.005649717514124294	0.013182674199623353	0.013182674199623353	0.005649717514124294	0.013182674199623353	0.005649717514124294	0.007532956685499058	0.009416195856873822	0.011299435028248588	0.009416195856873822	0.011299435028248588	0.003766478342749529	0.007532956685499058	0.013182674199623353	0.003766478342749529	0.015065913370998116	0.013182674199623353	0.011299435028248588	0.015065913370998116	0.007532956685499058	0.013182674199623353
